BRAINBYSITE.TXT
Who has access

System properties
Type
Text
Size
577 KB
Storage used
577 KB
Location
Colab Notebooks
Owner
Whisper
Modified
May 27, 2021 by Whisper
Opened
9:01 AM by me
Created
8:57 AM
No description
Viewers can download
AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0-19|0.0|0.1|0.0|Malignant|18|42541971|Male|Neoplasm, unspecified|2008|0.0|0.1|0.0
0-19|0.2|0.3|0.2|Benign/Borderline|91|42609915|Male|Neoplasm, unspecified|2009|0.2|0.3|0.2
0-19|0.0|0.1|0.1|Malignant|22|42609915|Male|Neoplasm, unspecified|2009|0.0|0.1|0.1
0-19|0.1|0.2|0.2|Benign/Borderline|80|42549015|Male|Neoplasm, unspecified|2010|0.1|0.2|0.2
0-19|0.0|0.1|0.0|Malignant|17|42549015|Male|Neoplasm, unspecified|2010|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|71|42367323|Male|Neoplasm, unspecified|2011|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|42367323|Male|Neoplasm, unspecified|2011|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|62|42176956|Male|Neoplasm, unspecified|2012|0.1|0.2|0.1
0-19|0.0|0.1|0.1|Malignant|29|42176956|Male|Neoplasm, unspecified|2012|0.0|0.1|0.1
0-19|0.1|0.2|0.2|Benign/Borderline|69|42036128|Male|Neoplasm, unspecified|2013|0.1|0.2|0.2
0-19|0.0|0.1|0.0|Malignant|17|42036128|Male|Neoplasm, unspecified|2013|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|70|41955322|Male|Neoplasm, unspecified|2014|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|25|41955322|Male|Neoplasm, unspecified|2014|0.0|0.1|0.1
0-19|0.1|0.2|0.2|Benign/Borderline|329|207689081|Male|Neoplasm, unspecified|2014-2018|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|110|207689081|Male|Neoplasm, unspecified|2014-2018|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Benign/Borderline|62|41934839|Male|Neoplasm, unspecified|2015|0.1|0.2|0.1
0-19|0.0|0.1|0.1|Malignant|21|41934839|Male|Neoplasm, unspecified|2015|0.0|0.1|0.1
0-19|0.1|0.2|0.2|Benign/Borderline|67|41942505|Male|Neoplasm, unspecified|2016|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|22|41942505|Male|Neoplasm, unspecified|2016|0.0|0.1|0.1
0-19|0.1|0.2|0.2|Benign/Borderline|69|41921243|Male|Neoplasm, unspecified|2017|0.1|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|29|41921243|Male|Neoplasm, unspecified|2017|0.0|0.1|0.1
0-19|0.1|0.2|0.1|Benign/Borderline|62|41442486|Male|Neoplasm, unspecified|2018|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Malignant|17|41442486|Male|Neoplasm, unspecified|2018|0.0|0.1|0.0
0-19|0.3|0.4|0.3|Benign/Borderline|126|41889233|Male|Nerve sheath, benign and malignant|2004|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|41889233|Male|Nerve sheath, benign and malignant|2004|~|~|~
0-19|0.2|0.4|0.3|Benign/Borderline|124|42006384|Male|Nerve sheath, benign and malignant|2005|0.2|0.4|0.3
0-19|~|~|~|Malignant|~|42006384|Male|Nerve sheath, benign and malignant|2005|~|~|~
0-19|0.4|0.5|0.4|Benign/Borderline|173|42158997|Male|Nerve sheath, benign and malignant|2006|0.4|0.5|0.4
0-19|~|~|~|Malignant|~|42158997|Male|Nerve sheath, benign and malignant|2006|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|163|42367071|Male|Nerve sheath, benign and malignant|2007|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|42367071|Male|Nerve sheath, benign and malignant|2007|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|149|42541971|Male|Nerve sheath, benign and malignant|2008|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|42541971|Male|Nerve sheath, benign and malignant|2008|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|156|42609915|Male|Nerve sheath, benign and malignant|2009|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|42609915|Male|Nerve sheath, benign and malignant|2009|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|142|42549015|Male|Nerve sheath, benign and malignant|2010|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|42549015|Male|Nerve sheath, benign and malignant|2010|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|150|42367323|Male|Nerve sheath, benign and malignant|2011|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|42367323|Male|Nerve sheath, benign and malignant|2011|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|157|42176956|Male|Nerve sheath, benign and malignant|2012|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|42176956|Male|Nerve sheath, benign and malignant|2012|~|~|~
0-19|0.3|0.5|0.4|Benign/Borderline|163|42036128|Male|Nerve sheath, benign and malignant|2013|0.3|0.5|0.4
0-19|~|~|~|Malignant|~|42036128|Male|Nerve sheath, benign and malignant|2013|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|147|41955322|Male|Nerve sheath, benign and malignant|2014|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|41955322|Male|Nerve sheath, benign and malignant|2014|~|~|~
0-19|0.3|0.3|0.3|Benign/Borderline|674|207689081|Male|Nerve sheath, benign and malignant|2014-2018|0.3|0.3|0.3
0-19|~|~|~|Malignant|~|207689081|Male|Nerve sheath, benign and malignant|2014-2018|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|151|41934839|Male|Nerve sheath, benign and malignant|2015|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|41934839|Male|Nerve sheath, benign and malignant|2015|~|~|~
0-19|0.4|0.5|0.4|Benign/Borderline|178|41942505|Male|Nerve sheath, benign and malignant|2016|0.4|0.5|0.4
0-19|~|~|~|Malignant|~|41942505|Male|Nerve sheath, benign and malignant|2016|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|111|41921243|Male|Nerve sheath, benign and malignant|2017|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|41921243|Male|Nerve sheath, benign and malignant|2017|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|87|41442486|Male|Nerve sheath, benign and malignant|2018|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|41442486|Male|Nerve sheath, benign and malignant|2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|41889233|Male|Neuroepithelial|2004|~|~|~
0-19|~|~|~|Malignant|~|41889233|Male|Neuroepithelial|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|42006384|Male|Neuroepithelial|2005|~|~|~
0-19|~|~|~|Malignant|~|42006384|Male|Neuroepithelial|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|42158997|Male|Neuroepithelial|2006|~|~|~
0-19|~|~|~|Malignant|~|42158997|Male|Neuroepithelial|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|42367071|Male|Neuroepithelial|2007|~|~|~
0-19|~|~|~|Malignant|~|42367071|Male|Neuroepithelial|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|42541971|Male|Neuroepithelial|2008|~|~|~
0-19|~|~|~|Malignant|~|42541971|Male|Neuroepithelial|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|42609915|Male|Neuroepithelial|2009|~|~|~
0-19|~|~|~|Malignant|~|42609915|Male|Neuroepithelial|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|42549015|Male|Neuroepithelial|2010|~|~|~
0-19|~|~|~|Malignant|~|42549015|Male|Neuroepithelial|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|42367323|Male|Neuroepithelial|2011|~|~|~
0-19|~|~|~|Malignant|~|42367323|Male|Neuroepithelial|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|42176956|Male|Neuroepithelial|2012|~|~|~
0-19|~|~|~|Malignant|~|42176956|Male|Neuroepithelial|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|42036128|Male|Neuroepithelial|2013|~|~|~
0-19|~|~|~|Malignant|~|42036128|Male|Neuroepithelial|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|41955322|Male|Neuroepithelial|2014|~|~|~
0-19|~|~|~|Malignant|~|41955322|Male|Neuroepithelial|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|207689081|Male|Neuroepithelial|2014-2018|~|~|~
0-19|~|~|~|Malignant|~|207689081|Male|Neuroepithelial|2014-2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|41934839|Male|Neuroepithelial|2015|~|~|~
0-19|~|~|~|Malignant|~|41934839|Male|Neuroepithelial|2015|~|~|~
0-19|~|~|~|Benign/Borderline|~|41942505|Male|Neuroepithelial|2016|~|~|~
0-19|~|~|~|Malignant|~|41942505|Male|Neuroepithelial|2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|41921243|Male|Neuroepithelial|2017|~|~|~
0-19|~|~|~|Malignant|~|41921243|Male|Neuroepithelial|2017|~|~|~
0-19|~|~|~|Benign/Borderline|~|41442486|Male|Neuroepithelial|2018|~|~|~
0-19|~|~|~|Malignant|~|41442486|Male|Neuroepithelial|2018|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|150|41889233|Male|Neuronal/glial, neuronal|2004|0.3|0.4|0.4
0-19|0.0|0.1|0.1|Malignant|29|41889233|Male|Neuronal/glial, neuronal|2004|0.0|0.1|0.1
0-19|0.3|0.4|0.4|Benign/Borderline|159|42006384|Male|Neuronal/glial, neuronal|2005|0.3|0.4|0.4
0-19|0.0|0.1|0.1|Malignant|30|42006384|Male|Neuronal/glial, neuronal|2005|0.0|0.1|0.1
0-19|0.3|0.4|0.4|Benign/Borderline|158|42158997|Male|Neuronal/glial, neuronal|2006|0.3|0.4|0.4
0-19|0.0|0.1|0.1|Malignant|28|42158997|Male|Neuronal/glial, neuronal|2006|0.0|0.1|0.1
0-19|0.4|0.5|0.4|Benign/Borderline|174|42367071|Male|Neuronal/glial, neuronal|2007|0.4|0.5|0.4
0-19|0.0|0.1|0.1|Malignant|30|42367071|Male|Neuronal/glial, neuronal|2007|0.0|0.1|0.1
0-19|0.4|0.5|0.4|Benign/Borderline|178|42541971|Male|Neuronal/glial, neuronal|2008|0.4|0.5|0.4
0-19|0.0|0.1|0.1|Malignant|28|42541971|Male|Neuronal/glial, neuronal|2008|0.0|0.1|0.1
0-19|0.3|0.4|0.4|Benign/Borderline|160|42609915|Male|Neuronal/glial, neuronal|2009|0.3|0.4|0.4
0-19|0.0|0.1|0.0|Malignant|18|42609915|Male|Neuronal/glial, neuronal|2009|0.0|0.1|0.0
0-19|0.3|0.5|0.4|Benign/Borderline|173|42549015|Male|Neuronal/glial, neuronal|2010|0.3|0.5|0.4
0-19|~|~|~|Malignant|~|42549015|Male|Neuronal/glial, neuronal|2010|~|~|~
0-19|0.4|0.5|0.4|Benign/Borderline|190|42367323|Male|Neuronal/glial, neuronal|2011|0.4|0.5|0.4
0-19|0.0|0.1|0.0|Malignant|21|42367323|Male|Neuronal/glial, neuronal|2011|0.0|0.1|0.0
0-19|0.4|0.6|0.5|Benign/Borderline|207|42176956|Male|Neuronal/glial, neuronal|2012|0.4|0.6|0.5
0-19|0.0|0.1|0.0|Malignant|20|42176956|Male|Neuronal/glial, neuronal|2012|0.0|0.1|0.0
0-19|0.4|0.5|0.5|Benign/Borderline|191|42036128|Male|Neuronal/glial, neuronal|2013|0.4|0.5|0.5
0-19|0.0|0.1|0.1|Malignant|23|42036128|Male|Neuronal/glial, neuronal|2013|0.0|0.1|0.1
0-19|0.4|0.5|0.4|Benign/Borderline|173|41955322|Male|Neuronal/glial, neuronal|2014|0.4|0.5|0.4
0-19|0.1|0.1|0.1|Malignant|31|41955322|Male|Neuronal/glial, neuronal|2014|0.1|0.1|0.1
0-19|0.5|0.5|0.5|Benign/Borderline|1033|207689081|Male|Neuronal/glial, neuronal|2014-2018|0.5|0.5|0.5
0-19|0.0|0.1|0.1|Malignant|121|207689081|Male|Neuronal/glial, neuronal|2014-2018|0.0|0.1|0.1
0-19|0.4|0.6|0.5|Benign/Borderline|216|41934839|Male|Neuronal/glial, neuronal|2015|0.4|0.6|0.5
0-19|0.0|0.1|0.1|Malignant|26|41934839|Male|Neuronal/glial, neuronal|2015|0.0|0.1|0.1
0-19|0.5|0.6|0.5|Benign/Borderline|226|41942505|Male|Neuronal/glial, neuronal|2016|0.5|0.6|0.5
0-19|0.0|0.1|0.1|Malignant|26|41942505|Male|Neuronal/glial, neuronal|2016|0.0|0.1|0.1
0-19|0.5|0.6|0.5|Benign/Borderline|227|41921243|Male|Neuronal/glial, neuronal|2017|0.5|0.6|0.5
0-19|0.0|0.1|0.0|Malignant|17|41921243|Male|Neuronal/glial, neuronal|2017|0.0|0.1|0.0
0-19|0.4|0.5|0.5|Benign/Borderline|197|41442486|Male|Neuronal/glial, neuronal|2018|0.4|0.5|0.5
0-19|0.0|0.1|0.1|Malignant|23|41442486|Male|Neuronal/glial, neuronal|2018|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|41889233|Male|Oligodendroglioma|2004|~|~|~
0-19|0.1|0.1|0.1|Malignant|38|41889233|Male|Oligodendroglioma|2004|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|42006384|Male|Oligodendroglioma|2005|~|~|~
0-19|0.0|0.1|0.1|Malignant|29|42006384|Male|Oligodendroglioma|2005|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|42158997|Male|Oligodendroglioma|2006|~|~|~
0-19|0.0|0.1|0.1|Malignant|28|42158997|Male|Oligodendroglioma|2006|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|42367071|Male|Oligodendroglioma|2007|~|~|~
0-19|0.0|0.1|0.1|Malignant|23|42367071|Male|Oligodendroglioma|2007|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|42541971|Male|Oligodendroglioma|2008|~|~|~
0-19|0.1|0.1|0.1|Malignant|32|42541971|Male|Oligodendroglioma|2008|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|42609915|Male|Oligodendroglioma|2009|~|~|~
0-19|0.0|0.1|0.1|Malignant|26|42609915|Male|Oligodendroglioma|2009|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|42549015|Male|Oligodendroglioma|2010|~|~|~
0-19|0.0|0.1|0.0|Malignant|20|42549015|Male|Oligodendroglioma|2010|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|42367323|Male|Oligodendroglioma|2011|~|~|~
0-19|0.0|0.1|0.0|Malignant|17|42367323|Male|Oligodendroglioma|2011|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|42176956|Male|Oligodendroglioma|2012|~|~|~
0-19|0.0|0.1|0.1|Malignant|25|42176956|Male|Oligodendroglioma|2012|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|42036128|Male|Oligodendroglioma|2013|~|~|~
0-19|0.0|0.1|0.0|Malignant|20|42036128|Male|Oligodendroglioma|2013|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|41955322|Male|Oligodendroglioma|2014|~|~|~
0-19|0.0|0.1|0.0|Malignant|18|41955322|Male|Oligodendroglioma|2014|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|207689081|Male|Oligodendroglioma|2014-2018|~|~|~
0-19|0.0|0.0|0.0|Malignant|80|207689081|Male|Oligodendroglioma|2014-2018|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|41934839|Male|Oligodendroglioma|2015|~|~|~
0-19|0.0|0.1|0.0|Malignant|18|41934839|Male|Oligodendroglioma|2015|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|41942505|Male|Oligodendroglioma|2016|~|~|~
0-19|0.0|0.1|0.0|Malignant|17|41942505|Male|Oligodendroglioma|2016|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|41921243|Male|Oligodendroglioma|2017|~|~|~
0-19|~|~|~|Malignant|~|41921243|Male|Oligodendroglioma|2017|~|~|~
0-19|~|~|~|Benign/Borderline|~|41442486|Male|Oligodendroglioma|2018|~|~|~
0-19|~|~|~|Malignant|~|41442486|Male|Oligodendroglioma|2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|41889233|Male|Other mesenchymal|2004|~|~|~
0-19|~|~|~|Malignant|~|41889233|Male|Other mesenchymal|2004|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|22|42006384|Male|Other mesenchymal|2005|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|42006384|Male|Other mesenchymal|2005|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|17|42158997|Male|Other mesenchymal|2006|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|42158997|Male|Other mesenchymal|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|42367071|Male|Other mesenchymal|2007|~|~|~
0-19|~|~|~|Malignant|~|42367071|Male|Other mesenchymal|2007|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|20|42541971|Male|Other mesenchymal|2008|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|42541971|Male|Other mesenchymal|2008|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|20|42609915|Male|Other mesenchymal|2009|0.0|0.1|0.0
0-19|~|~|~|Malignant|~|42609915|Male|Other mesenchymal|2009|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|26|42549015|Male|Other mesenchymal|2010|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|42549015|Male|Other mesenchymal|2010|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|34|42367323|Male|Other mesenchymal|2011|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|42367323|Male|Other mesenchymal|2011|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|45|42176956|Male|Other mesenchymal|2012|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|42176956|Male|Other mesenchymal|2012|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|34|42036128|Male|Other mesenchymal|2013|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|42036128|Male|Other mesenchymal|2013|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|33|41955322|Male|Other mesenchymal|2014|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|41955322|Male|Other mesenchymal|2014|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|207|207689081|Male|Other mesenchymal|2014-2018|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|37|207689081|Male|Other mesenchymal|2014-2018|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|35|41934839|Male|Other mesenchymal|2015|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|41934839|Male|Other mesenchymal|2015|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|50|41942505|Male|Other mesenchymal|2016|0.1|0.2|0.1
0-19|~|~|~|Malignant|~|41942505|Male|Other mesenchymal|2016|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|46|41921243|Male|Other mesenchymal|2017|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|41921243|Male|Other mesenchymal|2017|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|43|41442486|Male|Other mesenchymal|2018|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|41442486|Male|Other mesenchymal|2018|~|~|~
0-19|~|~|~|Benign/Borderline|~|41889233|Male|Pilocytic astrocytoma|2004|~|~|~
0-19|0.8|1.0|0.9|Malignant|371|41889233|Male|Pilocytic astrocytoma|2004|0.8|1.0|0.9
0-19|~|~|~|Benign/Borderline|~|42006384|Male|Pilocytic astrocytoma|2005|~|~|~
0-19|0.8|0.9|0.8|Malignant|352|42006384|Male|Pilocytic astrocytoma|2005|0.8|0.9|0.8
0-19|~|~|~|Benign/Borderline|~|42158997|Male|Pilocytic astrocytoma|2006|~|~|~
0-19|0.8|0.9|0.9|Malignant|358|42158997|Male|Pilocytic astrocytoma|2006|0.8|0.9|0.8
0-19|~|~|~|Benign/Borderline|~|42367071|Male|Pilocytic astrocytoma|2007|~|~|~
0-19|0.7|0.9|0.8|Malignant|348|42367071|Male|Pilocytic astrocytoma|2007|0.7|0.9|0.8
0-19|~|~|~|Benign/Borderline|~|42541971|Male|Pilocytic astrocytoma|2008|~|~|~
0-19|0.8|1.0|0.9|Malignant|396|42541971|Male|Pilocytic astrocytoma|2008|0.8|1.0|0.9
0-19|~|~|~|Benign/Borderline|~|42609915|Male|Pilocytic astrocytoma|2009|~|~|~
0-19|0.8|1.0|0.9|Malignant|366|42609915|Male|Pilocytic astrocytoma|2009|0.8|1.0|0.9
0-19|~|~|~|Benign/Borderline|~|42549015|Male|Pilocytic astrocytoma|2010|~|~|~
0-19|0.8|1.0|0.9|Malignant|378|42549015|Male|Pilocytic astrocytoma|2010|0.8|1.0|0.9
0-19|~|~|~|Benign/Borderline|~|42367323|Male|Pilocytic astrocytoma|2011|~|~|~
0-19|0.9|1.0|0.9|Malignant|400|42367323|Male|Pilocytic astrocytoma|2011|0.9|1.0|0.9
0-19|~|~|~|Benign/Borderline|~|42176956|Male|Pilocytic astrocytoma|2012|~|~|~
0-19|0.9|1.1|1.0|Malignant|425|42176956|Male|Pilocytic astrocytoma|2012|0.9|1.1|1.0
0-19|~|~|~|Benign/Borderline|~|42036128|Male|Pilocytic astrocytoma|2013|~|~|~
0-19|0.9|1.1|1.0|Malignant|434|42036128|Male|Pilocytic astrocytoma|2013|0.9|1.1|1.0
0-19|~|~|~|Benign/Borderline|~|41955322|Male|Pilocytic astrocytoma|2014|~|~|~
0-19|0.8|1.0|0.9|Malignant|381|41955322|Male|Pilocytic astrocytoma|2014|0.8|1.0|0.9
0-19|0.0|0.0|0.0|Benign/Borderline|60|207689081|Male|Pilocytic astrocytoma|2014-2018|0.0|0.0|0.0
0-19|0.9|1.0|0.9|Malignant|1911|207689081|Male|Pilocytic astrocytoma|2014-2018|0.9|1.0|0.9
0-19|~|~|~|Benign/Borderline|~|41934839|Male|Pilocytic astrocytoma|2015|~|~|~
0-19|0.8|1.0|0.9|Malignant|381|41934839|Male|Pilocytic astrocytoma|2015|0.8|1.0|0.9
0-19|~|~|~|Benign/Borderline|~|41942505|Male|Pilocytic astrocytoma|2016|~|~|~
0-19|0.8|1.0|0.9|Malignant|382|41942505|Male|Pilocytic astrocytoma|2016|0.8|1.0|0.9
0-19|~|~|~|Benign/Borderline|~|41921243|Male|Pilocytic astrocytoma|2017|~|~|~
0-19|1.0|1.2|1.0|Malignant|439|41921243|Male|Pilocytic astrocytoma|2017|1.0|1.1|1.0
0-19|0.1|0.2|0.1|Benign/Borderline|60|41442486|Male|Pilocytic astrocytoma|2018|0.1|0.2|0.1
0-19|0.7|0.9|0.8|Malignant|337|41442486|Male|Pilocytic astrocytoma|2018|0.7|0.9|0.8
0-19|~|~|~|Benign/Borderline|~|41889233|Male|Pineal parenchymal|2004|~|~|~
0-19|0.0|0.1|0.0|Malignant|19|41889233|Male|Pineal parenchymal|2004|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|42006384|Male|Pineal parenchymal|2005|~|~|~
0-19|~|~|~|Malignant|~|42006384|Male|Pineal parenchymal|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|42158997|Male|Pineal parenchymal|2006|~|~|~
0-19|~|~|~|Malignant|~|42158997|Male|Pineal parenchymal|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|42367071|Male|Pineal parenchymal|2007|~|~|~
0-19|0.0|0.1|0.0|Malignant|17|42367071|Male|Pineal parenchymal|2007|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|42541971|Male|Pineal parenchymal|2008|~|~|~
0-19|0.0|0.1|0.0|Malignant|16|42541971|Male|Pineal parenchymal|2008|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|42609915|Male|Pineal parenchymal|2009|~|~|~
0-19|~|~|~|Malignant|~|42609915|Male|Pineal parenchymal|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|42549015|Male|Pineal parenchymal|2010|~|~|~
0-19|~|~|~|Malignant|~|42549015|Male|Pineal parenchymal|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|42367323|Male|Pineal parenchymal|2011|~|~|~
0-19|0.0|0.1|0.0|Malignant|20|42367323|Male|Pineal parenchymal|2011|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|42176956|Male|Pineal parenchymal|2012|~|~|~
0-19|0.0|0.1|0.0|Malignant|20|42176956|Male|Pineal parenchymal|2012|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|42036128|Male|Pineal parenchymal|2013|~|~|~
0-19|0.0|0.1|0.0|Malignant|16|42036128|Male|Pineal parenchymal|2013|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|41955322|Male|Pineal parenchymal|2014|~|~|~
0-19|0.0|0.1|0.1|Malignant|23|41955322|Male|Pineal parenchymal|2014|0.0|0.1|0.1
0-19|0.0|0.0|0.0|Benign/Borderline|16|207689081|Male|Pineal parenchymal|2014-2018|0.0|0.0|0.0
0-19|0.0|0.1|0.0|Malignant|93|207689081|Male|Pineal parenchymal|2014-2018|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|41934839|Male|Pineal parenchymal|2015|~|~|~
0-19|0.0|0.1|0.0|Malignant|19|41934839|Male|Pineal parenchymal|2015|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|41942505|Male|Pineal parenchymal|2016|~|~|~
0-19|0.0|0.1|0.1|Malignant|25|41942505|Male|Pineal parenchymal|2016|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|41921243|Male|Pineal parenchymal|2017|~|~|~
0-19|~|~|~|Malignant|~|41921243|Male|Pineal parenchymal|2017|~|~|~
0-19|~|~|~|Benign/Borderline|~|41442486|Male|Pineal parenchymal|2018|~|~|~
0-19|~|~|~|Malignant|~|41442486|Male|Pineal parenchymal|2018|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|86|41889233|Male|Pituitary|2004|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|41889233|Male|Pituitary|2004|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|123|42006384|Male|Pituitary|2005|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|42006384|Male|Pituitary|2005|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|96|42158997|Male|Pituitary|2006|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|42158997|Male|Pituitary|2006|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|115|42367071|Male|Pituitary|2007|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|42367071|Male|Pituitary|2007|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|135|42541971|Male|Pituitary|2008|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|42541971|Male|Pituitary|2008|~|~|~
0-19|0.3|0.4|0.4|Benign/Borderline|158|42609915|Male|Pituitary|2009|0.3|0.4|0.4
0-19|~|~|~|Malignant|~|42609915|Male|Pituitary|2009|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|140|42549015|Male|Pituitary|2010|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|42549015|Male|Pituitary|2010|~|~|~
